unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date
52022464,2021-09-28T12:51:16.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11220,4818 5 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,07 BROOKLYN,3007740043,BROOKLYN,981663,174659,PHONE,Unspecified,BROOKLYN,40.64607487348278,-74.00932235088092,"{'latitude': '40.64607487348278', 'longitude': '-74.00932235088092', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52017209,2021-09-28T12:54:11.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10469,3226 BRONXWOOD AVENUE,BRONXWOOD AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,12 BRONX,2046080017,BRONX,1022598,257088,PHONE,Unspecified,BRONX,40.87223830621903,-73.86134148705608,"{'latitude': '40.87223830621903', 'longitude': '-73.86134148705608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52015840,2021-09-28T12:54:11.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11216,1232 PACIFIC STREET,PACIFIC STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,08 BROOKLYN,3012060028,BROOKLYN,997865,186190,ONLINE,Unspecified,BROOKLYN,40.677714828945554,-73.95091456117359,"{'latitude': '40.677714828945554', 'longitude': '-73.95091456117359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52021227,2021-09-28T12:55:06.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10452,950 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,04 BRONX,2025070001,BRONX,1003911,242179,ONLINE,Unspecified,BRONX,40.831378946066906,-73.9289535299807,"{'latitude': '40.831378946066906', 'longitude': '-73.9289535299807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52015838,2021-09-28T12:57:25.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10031,608 WEST  150 STREET,WEST  150 STREET,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,09 MANHATTAN,1020960040,MANHATTAN,998490,241584,PHONE,Unspecified,MANHATTAN,40.82975624609091,-73.9485439699454,"{'latitude': '40.82975624609091', 'longitude': '-73.9485439699454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52014408,2021-09-28T12:57:37.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10025,354 CATHEDRAL PARKWAY,CATHEDRAL PARKWAY,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,07 MANHATTAN,1018450058,MANHATTAN,995338,231208,PHONE,Unspecified,MANHATTAN,40.801281553253745,-73.95995081558307,"{'latitude': '40.801281553253745', 'longitude': '-73.95995081558307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52014445,2021-09-28T12:58:22.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11214,210 BAY   34 STREET,BAY   34 STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,11 BROOKLYN,3068880052,BROOKLYN,985566,156390,PHONE,Unspecified,BROOKLYN,40.59593055846271,-73.9952613062867,"{'latitude': '40.59593055846271', 'longitude': '-73.9952613062867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52019797,2021-09-28T12:58:23.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11226,125 EAST   18 STREET,EAST   18 STREET,ADDRESS,BROOKLYN,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2021-09-28T00:00:00.000,14 BROOKLYN,3050990074,BROOKLYN,994570,175406,PHONE,Unspecified,BROOKLYN,40.64811959183956,-73.96281035478435,"{'latitude': '40.64811959183956', 'longitude': '-73.96281035478435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52023834,2021-09-28T12:58:34.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11103,30-59 STEINWAY STREET,STEINWAY STREET,ADDRESS,Astoria,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,01 QUEENS,4006800022,QUEENS,1007473,217064,PHONE,Unspecified,QUEENS,40.76243648306113,-73.9161688412219,"{'latitude': '40.76243648306113', 'longitude': '-73.9161688412219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52016016,2021-09-28T12:59:08.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10454,370 BROOK AVENUE,BROOK AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,01 BRONX,2022690001,BRONX,1007114,234638,ONLINE,Unspecified,BRONX,40.81067332885121,-73.91740495406697,"{'latitude': '40.81067332885121', 'longitude': '-73.91740495406697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52016934,2021-09-28T12:59:14.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10458,585 EAST  189 STREET,EAST  189 STREET,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,06 BRONX,2030670069,BRONX,1015664,251747,PHONE,Unspecified,BRONX,40.857606294273914,-73.88643841565484,"{'latitude': '40.857606294273914', 'longitude': '-73.88643841565484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52020983,2021-09-28T12:59:24.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10031,761 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,09 MANHATTAN,1020630030,MANHATTAN,999946,240270,PHONE,Unspecified,MANHATTAN,40.826147224560025,-73.94328581094894,"{'latitude': '40.826147224560025', 'longitude': '-73.94328581094894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52018414,2021-09-28T13:02:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11691,20-30 ELK DRIVE,ELK DRIVE,ADDRESS,Far Rockaway,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,14 QUEENS,4157670007,QUEENS,1052226,157352,PHONE,Unspecified,QUEENS,40.59831046440868,-73.75522086304399,"{'latitude': '40.59831046440868', 'longitude': '-73.75522086304399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52017184,2021-09-28T13:03:01.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10451,863 MELROSE AVENUE,MELROSE AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,03 BRONX,2024070023,BRONX,1008043,239441,PHONE,Unspecified,BRONX,40.82385375620422,-73.91403196267946,"{'latitude': '40.82385375620422', 'longitude': '-73.91403196267946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52014740,2021-09-28T13:05:00.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11221,373 MONROE STREET,MONROE STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,03 BROOKLYN,3018150059,BROOKLYN,1000078,189340,PHONE,Unspecified,BROOKLYN,40.68635718022915,-73.94292875252117,"{'latitude': '40.68635718022915', 'longitude': '-73.94292875252117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52021121,2021-09-28T13:05:18.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11355,42-55 COLDEN STREET,COLDEN STREET,ADDRESS,Flushing,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,07 QUEENS,4051370011,QUEENS,1032433,213863,PHONE,Unspecified,QUEENS,40.75354977622895,-73.82609051807559,"{'latitude': '40.75354977622895', 'longitude': '-73.82609051807559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52015747,2021-09-28T13:05:22.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10031,93 HAMILTON PLACE,HAMILTON PLACE,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,09 MANHATTAN,1020730025,MANHATTAN,998004,239204,PHONE,Unspecified,MANHATTAN,40.823224595372906,-73.95030500233685,"{'latitude': '40.823224595372906', 'longitude': '-73.95030500233685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52015874,2021-09-28T13:05:34.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10470,530 EAST  234 STREET,EAST  234 STREET,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,12 BRONX,2033950047,BRONX,1022064,266226,PHONE,Unspecified,BRONX,40.89732152929983,-73.8632207262557,"{'latitude': '40.89732152929983', 'longitude': '-73.8632207262557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52019832,2021-09-28T13:05:38.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11103,30-59 STEINWAY STREET,STEINWAY STREET,ADDRESS,Astoria,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,01 QUEENS,4006800022,QUEENS,1007473,217064,PHONE,Unspecified,QUEENS,40.76243648306113,-73.9161688412219,"{'latitude': '40.76243648306113', 'longitude': '-73.9161688412219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52014581,2021-09-28T13:08:17.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10034,140 SEAMAN AVENUE,SEAMAN AVENUE,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,12 MANHATTAN,1022480092,MANHATTAN,1005629,255872,PHONE,Unspecified,MANHATTAN,40.86895817169552,-73.92270175056221,"{'latitude': '40.86895817169552', 'longitude': '-73.92270175056221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52014407,2021-09-28T13:11:10.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11220,4818 5 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,07 BROOKLYN,3007740043,BROOKLYN,981663,174659,PHONE,Unspecified,BROOKLYN,40.64607487348278,-74.00932235088092,"{'latitude': '40.64607487348278', 'longitude': '-74.00932235088092', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52021460,2021-09-28T13:11:15.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10452,1098 GERARD AVENUE,GERARD AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,04 BRONX,2024780018,BRONX,1005855,242632,ONLINE,Unspecified,BRONX,40.83261775884482,-73.92192728754576,"{'latitude': '40.83261775884482', 'longitude': '-73.92192728754576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52019971,2021-09-28T13:14:03.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11219,5718 FT HAMILTON PARKWAY,FT HAMILTON PARKWAY,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,12 BROOKLYN,3056940032,BROOKLYN,983251,170410,ONLINE,Unspecified,BROOKLYN,40.63441259979454,-74.00359930459499,"{'latitude': '40.63441259979454', 'longitude': '-74.00359930459499', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52023789,2021-09-28T13:14:10.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10044,687 MAIN STREET,MAIN STREET,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,08 MANHATTAN,1013730001,MANHATTAN,998813,218088,PHONE,Unspecified,MANHATTAN,40.76526560470612,-73.94742776941364,"{'latitude': '40.76526560470612', 'longitude': '-73.94742776941364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52023920,2021-09-28T13:17:04.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11434,177-16 SOUTH CONDUIT AVENUE,SOUTH CONDUIT AVENUE,ADDRESS,Jamaica,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,13 QUEENS,4132770238,QUEENS,1047367,182365,PHONE,Unspecified,QUEENS,40.66700155133213,-73.7724839256182,"{'latitude': '40.66700155133213', 'longitude': '-73.7724839256182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52022688,2021-09-28T13:17:05.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11355,42-55 COLDEN STREET,COLDEN STREET,ADDRESS,Flushing,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2021-09-28T00:00:00.000,07 QUEENS,4051370011,QUEENS,1032433,213863,PHONE,Unspecified,QUEENS,40.75354977622895,-73.82609051807559,"{'latitude': '40.75354977622895', 'longitude': '-73.82609051807559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52020011,2021-09-28T13:17:07.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10451,321 EAST  150 STREET,EAST  150 STREET,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,01 BRONX,2024100060,BRONX,1006263,237141,ONLINE,Unspecified,BRONX,40.81754552336081,-73.92047093774421,"{'latitude': '40.81754552336081', 'longitude': '-73.92047093774421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52023701,2021-09-28T13:20:10.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10034,19 VERMILYEA AVENUE,VERMILYEA AVENUE,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,12 MANHATTAN,1022240009,MANHATTAN,1004797,254377,PHONE,Unspecified,MANHATTAN,40.86485682863798,-73.92571452532557,"{'latitude': '40.86485682863798', 'longitude': '-73.92571452532557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52019747,2021-09-28T13:20:37.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11223,2115 EAST    1 STREET,EAST    1 STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,15 BROOKLYN,3071280069,BROOKLYN,992449,156754,PHONE,Unspecified,BROOKLYN,40.59692597029677,-73.97047634523183,"{'latitude': '40.59692597029677', 'longitude': '-73.97047634523183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52015865,2021-09-28T13:20:46.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10033,261 WADSWORTH AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,12 MANHATTAN,1021660061,MANHATTAN,1002904,250089,ONLINE,Unspecified,MANHATTAN,40.85309176254558,-73.93257039451625,"{'latitude': '40.85309176254558', 'longitude': '-73.93257039451625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52019989,2021-09-28T13:21:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11226,2516 BEDFORD AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,14 BROOKLYN,3051890018,BROOKLYN,996892,173189,PHONE,Unspecified,BROOKLYN,40.64203139537659,-73.95444684064705,"{'latitude': '40.64203139537659', 'longitude': '-73.95444684064705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52015833,2021-09-28T13:21:30.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10039,2541 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,ADDRESS,NEW YORK,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2021-09-28T00:00:00.000,10 MANHATTAN,1020160050,MANHATTAN,1001396,239133,PHONE,Unspecified,MANHATTAN,40.82302378752941,-73.93804944859909,"{'latitude': '40.82302378752941', 'longitude': '-73.93804944859909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52020031,2021-09-28T13:23:53.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11226,335 EAST   19 STREET,EAST   19 STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,14 BROOKLYN,3051620059,BROOKLYN,995155,173208,ONLINE,Unspecified,BROOKLYN,40.64208585530434,-73.96070577420875,"{'latitude': '40.64208585530434', 'longitude': '-73.96070577420875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52017017,2021-09-28T13:26:50.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10463,2843 HEATH AVENUE,HEATH AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,08 BRONX,2032590035,BRONX,1010812,257629,PHONE,Unspecified,BRONX,40.873766520837336,-73.90395506233529,"{'latitude': '40.873766520837336', 'longitude': '-73.90395506233529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52018586,2021-09-28T13:26:51.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11355,140-70 ASH AVENUE,ASH AVENUE,ADDRESS,Flushing,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,07 QUEENS,4051850037,QUEENS,1033511,214764,PHONE,Unspecified,QUEENS,40.75601684711122,-73.82219304448839,"{'latitude': '40.75601684711122', 'longitude': '-73.82219304448839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52020015,2021-09-28T13:26:56.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10472,1042 ELDER AVENUE,ELDER AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,09 BRONX,2037140023,BRONX,1017936,239806,PHONE,Unspecified,BRONX,40.82482338802654,-73.87828512709996,"{'latitude': '40.82482338802654', 'longitude': '-73.87828512709996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52014400,2021-09-28T13:27:01.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11355,42-55 COLDEN STREET,COLDEN STREET,ADDRESS,Flushing,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,07 QUEENS,4051370011,QUEENS,1032433,213863,PHONE,Unspecified,QUEENS,40.75354977622895,-73.82609051807559,"{'latitude': '40.75354977622895', 'longitude': '-73.82609051807559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52023788,2021-09-28T13:30:28.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11207,510 RIVERDALE AVENUE,RIVERDALE AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,05 BROOKLYN,3038350026,BROOKLYN,1012664,180708,PHONE,Unspecified,BROOKLYN,40.6626328427143,-73.89758365327711,"{'latitude': '40.6626328427143', 'longitude': '-73.89758365327711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52022327,2021-09-28T13:33:40.000,HPD,Department of Housing Preservation and Development,OUTSIDE BUILDING,ROOFING,RESIDENTIAL BUILDING,11207,510 RIVERDALE AVENUE,RIVERDALE AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,05 BROOKLYN,3038350026,BROOKLYN,1012664,180708,PHONE,Unspecified,BROOKLYN,40.6626328427143,-73.89758365327711,"{'latitude': '40.6626328427143', 'longitude': '-73.89758365327711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52019945,2021-09-28T13:33:51.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11203,738 ALBANY AVENUE,ALBANY AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,09 BROOKLYN,3048290003,BROOKLYN,1001012,178350,ONLINE,Unspecified,BROOKLYN,40.65619037888672,-73.93958834503375,"{'latitude': '40.65619037888672', 'longitude': '-73.93958834503375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52017027,2021-09-28T13:38:51.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11211,354 BROADWAY,BROADWAY,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,01 BROOKLYN,3021520016,BROOKLYN,996527,197094,ONLINE,Unspecified,BROOKLYN,40.707645741471936,-73.95571850837479,"{'latitude': '40.707645741471936', 'longitude': '-73.95571850837479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52021099,2021-09-28T13:38:56.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10453,38 WEST  182 STREET,WEST  182 STREET,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,05 BRONX,2031950016,BRONX,1010209,251726,ONLINE,Unspecified,BRONX,40.85756638054787,-73.90615830085359,"{'latitude': '40.85756638054787', 'longitude': '-73.90615830085359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52015613,2021-09-28T13:38:58.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11435,146-05 HILLSIDE AVENUE,HILLSIDE AVENUE,ADDRESS,Jamaica,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,08 QUEENS,4097020073,QUEENS,1036809,196383,PHONE,Unspecified,QUEENS,40.70554663413799,-73.81043256910314,"{'latitude': '40.70554663413799', 'longitude': '-73.81043256910314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52020081,2021-09-28T13:39:24.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10462,2140 BARNES AVENUE,BARNES AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,11 BRONX,2043220010,BRONX,1021913,250687,PHONE,Unspecified,BRONX,40.8546724674753,-73.86385427474612,"{'latitude': '40.8546724674753', 'longitude': '-73.86385427474612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
